a,alfa_fisher,b,consanguinidad,departamento_id,departamento_nombre,ins,n,provincia_nombre,s,departamento_id_detalle
0.04905848003931431,838,0.0903575463244009,0.000468308015182149,6112,BRAGADO,0.0020804709851666753,42231,Buenos Aires,7013,006112
0.07879795685593849,328,0.05294710637242748,0.0006350982918076873,6119,BRANDSEN,0.0022039422864516766,13502,Buenos Aires,5095,006119
0.04951537468982631,346,0.06556976958525346,0.0007083246308884309,6126,CAMPANA,0.0015877380506483945,106852,Buenos Aires,15907,006126
0.11958326277011054,371,0.10371551107934239,0.0005663792686627062,6134,CAÑUELAS,0.0012947375358994808,52822,Buenos Aires,5381,006134
0.0761338747300216,699,0.11625885097192225,0.0007131521591274859,6140,CAPITAN SARMIENTO,0.0026035713745924086,14220,Buenos Aires,3372,006140
0.05845086647961709,868,0.08455454695494308,0.0005227738356110813,6147,CARLOS CASARES,0.00236149560224316,26793,Buenos Aires,1935,006147
0.05558215384615385,432,0.12595271794871793,0.0009731295726495727,6154,CARLOS TEJEDOR,0.004733752615384616,14426,Buenos Aires,1420,006154
0.05884517152157582,559,0.09479041816208997,0.000449771586638642,6161,CARMEN DE ARECO,0.0034977531022622336,7716,Buenos Aires,1920,006161
0.06094048171426161,484,0.059286582022187534,0.0003991329038170542,6602,PATAGONES,0.0009530095261474432,30120,Buenos Aires,2925,006602
0.07223047511948272,201,0.0598513353949958,0.0009892247931573273,6168,CASTELLI,0.0018807983070835864,5170,Buenos Aires,1982,006168
0.05636345300524404,842,0.08940730133118192,0.0006376694520885481,6175,COLON,0.002588369034459854,25437,Buenos Aires,1848,006175
0.10905507631055078,551,0.1125190592051906,0.000772932948606569,6189,CORONEL DORREGO,0.0028401735644335876,11596,Buenos Aires,3908,006189
0.1115810756166599,838,0.04295361908613021,0.00033631099926926134,6196,CORONEL PRINGLES,0.0009964770348718853,11752,Buenos Aires,2163,006196
0.058983765420302786,706,0.06151617300464998,0.0003115119606504083,6182,CORONEL ROSALES,0.0012388898125734304,56912,Buenos Aires,6693,006182
0.0422448193654869,455,0.043325313283208024,0.00022420154579112667,6203,CORONEL SUAREZ,0.000920718983904457,49306,Buenos Aires,6872,006203
0.0692153241850737,485,0.07752634800795796,0.00019576803315646734,6210,CHACABUCO,0.0019151220634871806,22583,Buenos Aires,3144,006210
0.07004389915966386,454,0.08884332100840338,0.0002805487318692182,6217,CHASCOMUS,0.0019911177436621706,17707,Buenos Aires,7387,006217
0.035915,691,0.07047899629629628,0.00016081528000685868,6224,CHIVILCOY,0.0013672302141975307,75341,Buenos Aires,5918,006224
0.11830387865655471,191,0.08189671361502347,0.0005417917419044181,6231,DAIREAUX,0.0044644779970579185,9996,Buenos Aires,1955,006231
0.0753423378474697,395,0.059843063970064156,0.0006012065772408074,6238,DOLORES,0.0011428596727737985,17328,Buenos Aires,1944,006238
0.126280990729659,381,0.09861894232914781,0.0005199124478697169,6245,ENSENADA,0.0009526660838158554,59526,Buenos Aires,6751,006245
0.08950648854961832,609,0.11206521453013953,0.0003369811667078125,6252,ESCOBAR,0.0029860857008476966,226010,Buenos Aires,26935,006252
0.08025547093079835,606,0.10817677844305243,0.0007013911092214925,6260,ESTEBAN ECHEVERRIA,0.002818553161130812,161660,Buenos Aires,17093,006260
0.2117197584279791,683,0.049007166035694966,0.0006609204036168106,6266,EXALTACION DE LA CRUZ,0.00283102913045311,16652,Buenos Aires,6806,006266
0.03700904796578783,195,0.05956342225195622,0.0009984742243605515,6274,FLORENCIO VARELA,0.0023046896607287416,169254,Buenos Aires,37062,006274
0.1583852774421415,662,0.1093768937633609,0.0003107348532682654,6280,GENERAL ALVARADO,0.0014574833453266077,41831,Buenos Aires,9063,006280
0.0714949419258149,182,0.06843087298613713,0.0005106267076255823,6287,GENERAL ALVEAR,0.004666988209969706,11652,Buenos Aires,2236,006287
0.12656855428738661,782,0.09454382499268364,0.000277370086658926,6294,GENERAL ARENALES,0.0011246787075485218,9609,Buenos Aires,3929,006294
0.14178068205023484,306,0.12710611939282554,0.0009056130100782681,6301,GENERAL BELGRANO,0.0036224520403130723,8198,Buenos Aires,4173,006301
0.20513245033112582,242,0.04523841059602649,0.0009240299048013244,6308,GENERAL GUIDO,0.002425869205298014,3272,Buenos Aires,525,006308
0.07163934426229508,501,0.056892404371584694,0.000865752403475768,6322,GENERAL LAMADRID,0.003430645038072202,6795,Buenos Aires,1293,006322
0.07599773817683346,638,0.04898132282385195,0.0007907034207744138,6329,LAS HERAS,0.0032772682047591917,17430,Buenos Aires,3262,006329
0.2592991128785561,305,0.07039216885897827,0.0008707522420401111,6336,GENERAL LAVALLE,0.004907455213238634,4757,Buenos Aires,608,006336
0.04869471852864422,563,0.048145942587299616,0.00040517397293819154,6315,GENERAL MADARIAGA,0.0016650985189240746,10284,Buenos Aires,3500,006315
0.06402307611987053,557,0.06642163516758902,0.0007301991936691717,6343,GENERAL PAZ,0.00182693350028106,14111,Buenos Aires,1538,006343
0.055731462140992165,310,0.052808257180156665,0.0007632340821113603,6351,GENERAL PINTO,0.0036688796227809244,12524,Buenos Aires,2339,006351
0.0865378132118451,1175,0.08788535624789831,0.00023054939858019568,6357,GENERAL PUEYRREDON,0.0009204212093014527,720904,Buenos Aires,50249,006357
0.06821611113887362,628,0.12185718188329751,0.00041074516107240906,6364,GENERAL RODRIGUEZ,0.0016060030748017878,77923,Buenos Aires,8674,006364
0.06056240956744681,539,0.10739422247042699,0.00027018728170820523,6371,GENERAL SAN MARTIN,0.001092625490863951,398667,Buenos Aires,67443,006371
0.09235993832146266,402,0.09694478302371687,0.0002897804181939144,6760,SAN MIGUEL,0.002583875395562404,266674,Buenos Aires,33820,006760
0.09697243190022972,356,0.03838424680013128,0.00038757189546249963,6385,GENERAL VIAMONTE,0.0012524568027281586,21588,Buenos Aires,3679,006385
0.08355797678701443,652,0.04411137093665682,0.0006053468728704634,6392,GENERAL VILLEGAS,0.0023567096896877854,14640,Buenos Aires,5109,006392
0.09727096204766106,465,0.06674986760812006,0.0009661854104330048,6014,GONZALES CHAVES,0.0040078802210554276,5690,Buenos Aires,2908,006014
0.08026590260906308,568,0.051473687546213155,0.0008284319436708588,6399,GUAMINI,0.0030154116489820074,14182,Buenos Aires,1519,006399
0.11363991421887185,307,0.18034052508448145,0.0006187461674989859,6406,HIPOLITO YRIGOYEN,0.005397619431965153,9805,Buenos Aires,1845,006406
0.08859344674733437,263,0.06237529052354139,0.00033693188899209733,6084,JUAREZ,0.0013112137804794433,22746,Buenos Aires,2648,006084
0.08495056818181819,1278,0.04042774001699235,0.0003851429802575889,6413,JUNIN,0.0008226988218903006,43434,Buenos Aires,16925,006413
0.048941543423519474,582,0.10327396549559056,0.0003693198769751956,6427,MATANZA,0.002919355759443079,517461,Buenos Aires,108567,006427
0.053010127563395515,801,0.06740611610518357,0.0005596171885266317,6434,LANUS,0.002033104648225194,291947,Buenos Aires,61412,006434
0.071016552107144,759,0.08644930861852482,0.0002054176443040616,6441,LA PLATA,0.0015956332883111193,375366,Buenos Aires,41375,006441
0.11403718154693597,243,0.047824764746385126,0.0009534160520567153,6448,LAPRIDA,0.003718530621068911,6117,Buenos Aires,1345,006448
0.09747800606934978,660,0.1005916919556241,0.0003645245433252489,6455,LAS FLORES,0.002252510281513262,16061,Buenos Aires,2367,006455
0.10025641098417654,762,0.08307450507344072,0.00063565138416738,6462,LEANDRO N. ALEM,0.002710711687854281,20277,Buenos Aires,4054,006462
0.036984832904884316,438,0.10635984004570123,0.000671183598663327,6469,LINCOLN,0.001547605157248498,19861,Buenos Aires,3158,006469
0.05417706180055599,468,0.13409742675885666,0.0006042509390939588,6476,LOBERIA,0.0037157096025050513,20328,Buenos Aires,1594,006476
0.09454291247095276,951,0.0416227026265756,0.00022770634738656953,6483,LOBOS,0.001174832748835054,36127,Buenos Aires,3161,006483
0.07111564318474438,758,0.06439037443711602,0.0004137696080744995,6490,LOMAS DE ZAMORA,0.002452374050837294,334274,Buenos Aires,35104,006490
0.08381628621983511,381,0.049413580634231416,0.00021214209781395975,6497,LUJAN,0.0010547868671708322,104996,Buenos Aires,15595,006497
0.17693277115440534,601,0.061244867694097135,0.00046445414450674874,6505,MAGDALENA,0.0017727134849972364,10251,Buenos Aires,2717,006505
0.11976055941023418,299,0.043555941023417165,0.000699868560014262,6511,MAIPU,0.0031316152515892402,12041,Buenos Aires,1448,006511
0.225310501810657,795,0.080529839627522,0.0003217367868606063,6518,MAR CHIQUITA,0.0019582893245504002,26268,Buenos Aires,7052,006518
0.07572991865990174,289,0.11381106547475237,0.0007821604423331459,6525,MARCOS PAZ,0.0016165864620094547,26150,Buenos Aires,5054,006525
0.038858533587120304,1037,0.07793891268141803,0.0002337806894661328,6532,MERCEDES,0.0009897710665510823,76007,Buenos Aires,9717,006532
0.030028811721840982,568,0.05148371733687999,0.0008524715620460016,6539,MERLO,0.0031665882642449516,266704,Buenos Aires,52494,006539
0.15473747605363983,564,0.04819590517241379,0.0006873813559207832,6547,MONTE,0.002773434340410813,20212,Buenos Aires,2531,006547
0.0678443151459964,248,0.07239877940181985,0.0008260658562599121,6560,MORENO,0.0016989133854525761,447462,Buenos Aires,40657,006560
0.06801491796091455,563,0.09393724989621444,0.0002322128232903283,6568,MORON,0.0007465767114387975,308879,Buenos Aires,29278,006568
0.1011109391278464,552,0.04850744158356898,0.00038088792456814833,6574,NAVARRO,0.0018225397780274968,8590,Buenos Aires,3203,006574
0.055354477754927384,869,0.0858777779197057,0.0004746839044202455,6581,NECOCHEA,0.0020085798269683115,94532,Buenos Aires,15519,006581
0.08108317631224765,396,0.05706963102161051,0.0004414782101447196,6588,NUEVE DE JULIO,0.002096138690450537,47215,Buenos Aires,4507,006588
0.04985501120496466,737,0.03202578865712808,0.00016531548407855345,6595,OLAVARRIA,0.0008760165268544313,61085,Buenos Aires,17580,006595
0.04955998173237937,301,0.09219821586238391,0.00030439384941903063,6609,PEHUAJO,0.0024873598186641787,23402,Buenos Aires,3671,006609
0.10876201780415432,397,0.058661602373887234,0.001163965236992489,6616,PELLEGRINI,0.002159638633782106,7229,Buenos Aires,787,006616
0.04656641851603571,1067,0.08765873290289196,0.00042449400865575995,6623,PERGAMINO,0.0016009488326445803,107443,Buenos Aires,8068,006623
0.11964140216253924,418,0.10854621555633066,0.0005007653209263757,6630,PILA,0.004114984593699348,1806,Buenos Aires,635,006630
0.0997460791635549,589,0.05842788861623812,0.0003348554441128671,6638,PILAR,0.0015500322141514165,125111,Buenos Aires,39597,006638
0.15340954169073753,1099,0.0514902368573079,0.0002112595495002104,6644,PINAMAR,0.0016547283929480535,26696,Buenos Aires,10035,006644
0.07476178980228929,400,0.04618031217481789,0.0002872788671472189,6651,PUAN,0.0022327813170102974,17877,Buenos Aires,4582,006651
0.07675960153483573,727,0.06288179744021731,0.0006853729531247137,6658,QUILMES,0.0015761481980115738,546959,Buenos Aires,30644,006658
0.0964652546332347,602,0.04424150443856098,0.0002950767869459445,6665,RAMALLO,0.0012309446710406335,21246,Buenos Aires,5143,006665
0.04056968995835261,565,0.10080194354465527,0.0003517039421009478,6672,RAUCH,0.0019518110644222415,18514,Buenos Aires,1329,006672
0.10257288441304674,235,0.13554238689313092,0.0004587996950188589,6679,RIVADAVIA,0.004157011811083306,7796,Buenos Aires,3724,006679
0.09848216216216216,778,0.10067131055583886,0.0002569384753067269,6686,ROJAS,0.0012765693850066084,13892,Buenos Aires,2372,006686
0.06463482618227372,367,0.0394873786407767,0.0003748300801677329,6693,ROQUE PEREZ,0.0025317840060164838,13708,Buenos Aires,2864,006693
0.1502107458768476,1075,0.06975384351994521,0.00039132722309651036,6700,SAAVEDRA,0.0008082685917047923,24639,Buenos Aires,5835,006700
0.049143789594931854,486,0.0421232482242273,0.00024690456469949663,6707,SALADILLO,0.0010241492391688397,36786,Buenos Aires,2672,006707
0.07390116279069767,447,0.07075845665961944,0.0009403571187128179,6721,SALLIQUELO,0.0015742728926513776,5105,Buenos Aires,2368,006721
0.08447468500751358,422,0.08176781104303935,0.0004687102746007807,6714,SALTO,0.002178592837252467,14637,Buenos Aires,5577,006714
0.11634565761054905,783,0.05816951233375014,0.0006490654085354078,6728,SAN ANDRES DE GILES,0.0013612748652041446,27095,Buenos Aires,1877,006728
0.07066511148483698,518,0.078485325231921,0.00024338425718519092,6735,SAN ANTONIO DE ARECO,0.0012346921999426507,23668,Buenos Aires,3030,006735
0.05637648405092262,509,0.1092235159490774,0.0008577463584430363,6742,SAN CAYETANO,0.002066344899661643,9983,Buenos Aires,1164,006742
0.060712386323925005,634,0.06602971547457476,0.0003364623862215014,6749,SAN FERNANDO,0.0010540126962054613,176745,Buenos Aires,12500,006749
0.12915097318001834,852,0.06928999128949681,0.00030249963497510116,6756,SAN ISIDRO,0.0011152233983683748,358597,Buenos Aires,66805,006756
0.025785208655332303,790,0.05654095826893353,0.0004952883706757025,6763,SAN NICOLAS,0.002192601268814184,157221,Buenos Aires,9304,006763
0.07802297344821521,301,0.056911157024793387,0.00033245844151835654,6770,SAN PEDRO,0.0031620491771079244,31938,Buenos Aires,4674,006770
0.13183659009955248,341,0.06741960909672115,0.0007122065142341088,6778,SAN VICENTE,0.0014810410693553335,36250,Buenos Aires,12031,006778
0.07245922551252848,516,0.11013096810933941,0.0008178214394124149,6784,SUIPACHA,0.002029252027542406,6006,Buenos Aires,2367,006784
0.10508891069676154,474,0.09995492852301124,0.0002689336420775717,6791,TANDIL,0.002184043651306249,130087,Buenos Aires,9053,006791
0.0742268067333249,455,0.04815757499050753,0.0009226242463432712,6798,TAPALQUE,0.0041595203239763005,5554,Buenos Aires,2172,006798
0.0465412301171358,321,0.05887558816553561,0.000350704307145855,6805,TIGRE,0.0012267551472632339,202328,Buenos Aires,51244,006805
0.20435614336011554,578,0.03898122235262255,0.0004025193209362004,6819,TORNQUIST,0.000990623873955135,8851,Buenos Aires,2053,006819
0.052969310035842286,835,0.06286460573476702,0.0005815635137476756,6826,TRENQUE LAUQUEN,0.002568535609397281,27898,Buenos Aires,7923,006826
0.10919539551357732,96,0.08244155844155844,0.0014799419856734444,6812,TORDILLO,0.009581172664407613,2124,Buenos Aires,360,006812
0.08672054638588504,368,0.06309021058622655,0.0004775032278366155,6833,TRES ARROYOS,0.0012958789664002544,32233,Buenos Aires,9686,006833
0.11021861406678714,425,0.09475909046971082,0.00023642369055100137,6840,TRES DE FEBRERO,0.0009496144697013972,198261,Buenos Aires,29089,006840
0.09229184388959086,1030,0.08878133508924917,0.00022461680011684167,6420,LA COSTA,0.001788945489657158,69845,Buenos Aires,17735,006420
0.3320266958424508,322,0.052969832239241434,0.0005699508640213741,6553,MONTE HERMOSO,0.0022524522501903284,9829,Buenos Aires,4220,006553
0.08460434782608696,473,0.0792336277173913,0.00045930851436968325,6854,VEINTICINCO DE MAYO,0.000863524767581817,42358,Buenos Aires,5967,006854
0.07642054449999783,856,0.07226913924826042,0.00011094220554011567,6861,VICENTE LOPEZ,0.0011346060686062008,267739,Buenos Aires,43748,006861
0.14694672353625438,920,0.051990674680108574,0.0005246195370157239,6868,VILLA GESELL,0.0009923249685284297,36905,Buenos Aires,4698,006868
0.1267828557155184,501,0.0505283618692947,0.0004598030292946613,6875,VILLARINO,0.0018090610988642413,17421,Buenos Aires,2845,006875
0.07779163821933184,255,0.11754853790342179,0.0004473699521147805,6882,ZARATE,0.0031913482396036565,54261,Buenos Aires,14356,006882
0.09071095758354757,290,0.11325626606683806,0.0005266916723182838,6847,TRES LOMAS,0.0015232462158259593,7725,Buenos Aires,2170,006847
0.06951857996018579,230,0.13549993364299934,0.0005652587196489376,6277,F.AMEGHINO,0.004597387374732999,4321,Buenos Aires,2240,006277
0.06019336210919272,210,0.07972564162389173,0.00060116484297255,6648,PRESIDENTE PERON,0.004532650468434403,36645,Buenos Aires,5560,006648
0.03640044543429844,454,0.06285291123130765,0.0008470582007146735,6412,J.C.PAZ,0.0022196582053743683,217810,Buenos Aires,14344,006412
0.040506680085545345,508,0.1392910593828762,0.0008799831272367937,6515,MALVINAS ARGENTINAS,0.0037332617519136705,186146,Buenos Aires,33883,006515
0.10088974573236242,647,0.06180637459711114,0.0006759203381063697,6655,PUNTA INDIO,0.00165158361994062,5843,Buenos Aires,1805,006655
0.08593390657456162,317,0.055852693106613206,0.00038554896447366753,6270,EZEIZA,0.0016845523986234094,60281,Buenos Aires,16712,006270
0.12192360463617828,878,0.09410930722640408,0.00045642806248069156,6410,ITUZAINGO,0.0021552979758841994,75194,Buenos Aires,37202,006410
0.11990824949698188,387,0.11251262431733257,0.0002524348725498807,6408,HURLINGHAM,0.001496706052848938,169636,Buenos Aires,16756,006408
0.15898772011121412,487,0.06397794253938832,0.0009447371291682737,6466,LEZAMA,0.0036533786174855554,2678,Buenos Aires,796,006466
0.027371976711380135,156,0.11771277026853727,0.0005295698573845531,10049,CAPITAL,0.004841242331300269,76964,Catamarca,5566,010049
0.025639837869137233,90,0.2222904789478038,0.001211872647785329,10042,CAPAYAN,0.011432461443264546,6854,Catamarca,810,010042
0.04902464163426382,188,0.09512237246822586,0.0014942878293947048,10070,LA PAZ,0.010219000639731529,13768,Catamarca,798,010070
0.07819737382027082,53,0.13860176446450556,0.002576140092665915,10014,ANCASTI,0.011038503417007227,1878,Catamarca,360,010014
0.04540847995385059,136,0.09762451687337756,0.003225662072884817,10056,EL ALTO,0.010967790005548211,2868,Catamarca,657,010056
0.03709776979177677,100,0.08042067434732057,0.0025041069753129917,10098,SANTA ROSA,0.009781777317551308,13238,Catamarca,680,010098
0.050837192052980124,87,0.22683838410596024,0.0034288624674356396,10077,PACLIN,0.0078011804955923,2917,Catamarca,304,010077
0.0655399338650068,124,0.08263351488037345,0.0009697079926315221,10112,VALLE VIEJO,0.0035323067255770097,13054,Catamarca,1545,010112
0.049397478012080116,267,0.06279728727349795,0.0007428439457668944,10063,FRAY MAMERTO ESQUIU,0.007360190419236029,11419,Catamarca,701,010063
0.053461468721668175,79,0.11043155031731643,0.00154383941348453,10007,AMBATO,0.006107901963572521,5807,Catamarca,505,010007
0.06626453189300412,37,0.20570376800411524,0.0031172019378238837,10084,POMAN,0.025705440344036313,6432,Catamarca,996,010084
0.05237794824001721,190,0.18629980643773747,0.0013070203751824726,10021,ANDALGALA,0.009835687394779753,7616,Catamarca,954,010021
0.019388505972195026,70,0.12947158801644798,0.0017245072781424074,10035,BELEN,0.007525960779633065,12968,Catamarca,1591,010035
0.08158306306306307,30,0.4030225225225225,0.017242157170684193,10028,ANTOFAGASTA DE LA SIERRA,0.031931283175066966,848,Catamarca,185,010028
0.027839791391919434,57,0.2673726411701235,0.0035145486857042964,10105,TINOGASTA,0.008403086970800914,13813,Catamarca,802,010105
0.03873969291081346,79,0.23990421430904932,0.001729547176484764,10091,SANTA MARIA,0.00698773663472892,11341,Catamarca,1760,010091
0.022654710176796558,319,0.053161905180754684,0.00025785008813303235,14014,CAPITAL,0.002292370460950443,1553233,Córdoba,100290,014014
0.16404929863505407,241,0.11730392480989943,0.000455173464501838,14007,CALAMUCHITA,0.0038177202554966765,31505,Córdoba,6062,014007
0.09601064782984764,674,0.05631172791589967,0.0006474235420134423,14021,COLON,0.0013430516422388195,120766,Córdoba,17437,014021
0.03192051602163962,117,0.20460762935219864,0.002325854004504408,14028,CRUZ DEL EJE,0.004661399067360917,57459,Córdoba,2778,014028
0.042190818158502175,300,0.095248499615286,0.0003323147387053509,14035,GENERAL ROCA,0.0025885140700135103,35295,Córdoba,2365,014035
0.03129120144413986,542,0.07944320003056382,0.0004615051442120701,14042,GRAL SAN MARTIN,0.0010761640044249189,142056,Córdoba,14250,014042
0.032287865194835584,166,0.15090191910129894,0.0010073298344833548,14049,ISCHILIN,0.0028065950252617717,31021,Córdoba,1608,014049
0.06436117381489842,455,0.08811557562076748,0.0005776617777154331,14056,JUAREZ CELMAN,0.0025021573840519435,65863,Córdoba,6861,014056
0.0679757426384745,581,0.031723015601599076,0.00019748871128347846,14063,MARCOS JUAREZ,0.0005778209035754809,58003,Córdoba,8365,014063
0.03433021237725507,58,0.27636316510618864,0.0026251324792740966,14070,MINAS,0.009068042106128294,3384,Córdoba,361,014070
0.08130446768060838,57,0.13141045627376424,0.0017177672394786683,14077,POCHO,0.013154867064725528,2462,Córdoba,645,014077
0.06415876853047918,394,0.049003594349100905,0.000638542502312266,14091,PUNILLA,0.0014875090628035574,177039,Córdoba,29972,014091
0.020841585737930483,310,0.09752134524497977,0.0006527747158447986,14098,RIO CUARTO,0.0011347122052348022,284915,Córdoba,12914,014098
0.07044786329371998,264,0.0632490812028865,0.0004251913586721539,14105,RIO PRIMERO,0.0037826025355128636,25162,Córdoba,5409,014105
0.0356122885743873,116,0.08661166724197443,0.002064193476665004,14112,RIO SECO,0.008669612601993018,6753,Córdoba,1627,014112
0.031215502504453027,766,0.047326092933736595,0.000689667780253189,14119,RIO SEGUNDO,0.0014237099675624093,109416,Córdoba,6354,014119
0.08073359868240462,737,0.09684895347241285,0.00028605072908768285,14084,ROQUE SAENZ PEÑA,0.0013677120881826843,38045,Córdoba,6121,014084
0.11122587856207833,112,0.20486542140771324,0.0023775590175236687,14126,SAN ALBERTO,0.008614344266390104,43674,Córdoba,5368,014126
0.04785786357290714,154,0.16768844172724212,0.0008134708123873227,14133,SAN JAVIER,0.005708867871970041,29996,Córdoba,5886,014133
0.04006347102526003,978,0.07255802674591383,0.00037738271123995154,14140,SAN JUSTO,0.0008857547017991782,137797,Córdoba,15672,014140
0.05654598437316568,501,0.06190369278530713,0.0008802017707647571,14147,SANTA MARIA,0.0039885471544799135,53472,Córdoba,14010,014147
0.08854869611495475,174,0.10975306013837142,0.0017294260447323871,14154,SOBREMONTE,0.010891540912825744,2155,Córdoba,681,014154
0.03329292311667061,421,0.11184476930695202,0.0006011182967016521,14161,TERCERO ARRIBA,0.002400768297458678,71788,Córdoba,7307,014161
0.04423849829351535,176,0.1146470989761092,0.0006878156670432969,14168,TOTORAL,0.0030078288296893382,21789,Córdoba,2631,014168
0.0838996015936255,244,0.09263858344400178,0.0010704358884368092,14175,TULUMBA,0.008575595458508304,8729,Córdoba,797,014175
0.030929475169430752,461,0.047602178891124836,0.0001850305260394769,14182,UNION,0.0007772044058761832,64590,Córdoba,6004,014182
0.021723704931620392,131,0.20931579835415307,0.0008436891606093899,18021,CAPITAL,0.0033404170134443355,327010,Corrientes,23813,018021
0.01719595512719229,196,0.09626675620161164,0.0019302232977051995,18070,GOYA,0.0037331370498637625,101505,Corrientes,4890,018070
0.045890505890505896,124,0.15853028990528995,0.0021671401647796315,18035,CURUZU CUATIA,0.007398972110337323,44097,Corrientes,1945,018035
0.04063429050383387,196,0.1062405115946978,0.002347431255388591,18105,MERCEDES,0.009061152392733737,38259,Corrientes,1278,018105
0.024959558823529408,95,0.10811954111487528,0.0013917141207031125,18049,ESQUINA,0.005514993452059086,20105,Corrientes,1303,018049
0.021389815386075647,157,0.22444155474348634,0.0028214088888238523,18091,LAVALLE,0.006350327040288548,14381,Corrientes,2018,018091
0.031894959106459134,273,0.06637844083463602,0.0014931904734994924,18168,SANTO TOME,0.006546147035821774,63759,Corrientes,2912,018168
0.07415166046013366,177,0.09692734785492017,0.0006765633945640585,18119,PASO DE LOS LIBRES,0.005583653627864642,23092,Corrientes,5205,018119
0.02629515938606848,373,0.11996883116883117,0.00116164152889538,18112,MONTE CASEROS,0.00236851019129073,21055,Corrientes,2069,018112
0.030148542970590213,98,0.17791991385692174,0.0024899164196750486,18140,SAN LUIS DEL PALMAR,0.008100528085342824,12012,Corrientes,670,018140
0.024641653033643924,115,0.16045220143680206,0.0010793627448155612,18007,BELLA VISTA,0.00893462065693994,17849,Corrientes,2762,018007
0.047758148148148154,50,0.32637860082304543,0.0017147421131602568,18042,EMPEDRADO,0.00883262838659418,7345,Corrientes,1342,018042
