departamento_id,provincia_codigo,top_7_surnames,top_7_origin
014182,14,"{'RODRIGUEZ': 811, 'GONZALEZ': 774, 'FERNANDEZ': 477, 'LOPEZ': 589, 'DIAZ': 408, 'GOMEZ': 457, 'PEREZ': 347}","{'ESPAÑOL': 16411, 'ITALIANO': 15616, 'VASCO': 4029, 'ALEMAN': 420, 'FRANCES': 416, 'ARABE': 186, 'BRITÁNICO': 156}"
018021,18,"{'GOMEZ': 7210, 'ROMERO': 4989, 'GONZALEZ': 6025, 'FERNANDEZ': 4360, 'RAMIREZ': 4370, 'SANCHEZ': 3104, 'LOPEZ': 3058}","{'ESPAÑOL': 106260, 'VASCO': 16391, 'ITALIANO': 4459, 'ALEMAN': 1001, 'FRANCES': 892, 'PORTUGUES': 632, 'ARABE': 479}"
018070,18,"{'FERNANDEZ': 1752, 'GOMEZ': 1659, 'GONZALEZ': 1195, 'LOPEZ': 909, 'ROMERO': 1012, 'ESCOBAR': 708, 'MARTINEZ': 830}","{'ESPAÑOL': 23422, 'VASCO': 5168, 'ITALIANO': 2988, 'FRANCES': 468, 'PORTUGUES': 251, 'ALEMAN': 157, 'BRITÁNICO': 138}"
018035,18,"{'FERNANDEZ': 795, 'ROMERO': 796, 'GOMEZ': 574, 'MARTINEZ': 379, 'GONZALEZ': 357, 'LOPEZ': 363, 'AYALA': 322}","{'ESPAÑOL': 12357, 'VASCO': 3187, 'ITALIANO': 1131, 'ALEMAN': 175, 'FRANCES': 97, 'BRITÁNICO': 86, 'PORTUGUES': 69}"
018105,18,"{'GOMEZ': 772, 'GONZALEZ': 590, 'AGUIRRE': 601, 'FERNANDEZ': 452, 'AVALOS': 415, 'MIÑO': 462.21680000000003, 'RAMIREZ': 404}","{'ESPAÑOL': 10394, 'VASCO': 2933, 'ITALIANO': 785, 'FRANCES': 139, 'PORTUGUES': 98, 'ALEMAN': 78, 'BRITÁNICO': 40}"
018049,18,"{'RAMIREZ': 661, 'FERNANDEZ': 580, 'OJEDA': 488, 'GONZALEZ': 447, 'ARANDA': 278, 'MARTINEZ': 267, 'LOPEZ': 342}","{'ESPAÑOL': 10787, 'VASCO': 1694, 'ITALIANO': 825, 'ALEMAN': 168, 'PORTUGUES': 112, 'FRANCES': 69, 'SUR': 27}"
018091,18,"{'FERNANDEZ': 702, 'GOMEZ': 500, 'GONZALEZ': 484, 'LOPEZ': 342, 'ESCOBAR': 210, 'SANCHEZ': 271, 'SEGOVIA': 220}","{'ESPAÑOL': 7294, 'VASCO': 1887, 'ITALIANO': 619, 'PORTUGUES': 57, 'FRANCES': 49, 'COREANO': 43, 'HOLANDES': 37}"
018168,18,"{'FERNANDEZ': 635, 'RODRIGUEZ': 537, 'GONZALEZ': 620, 'GOMEZ': 572, 'GIMENEZ': 411, 'SILVA': 371, 'RIOS': 348}","{'ESPAÑOL': 17258, 'VASCO': 4430, 'ITALIANO': 1048, 'PORTUGUES': 615, 'ALEMAN': 172, 'BRITÁNICO': 144, 'GERMANICO': 143}"
018119,18,"{'FERNANDEZ': 663, 'ROMERO': 568, 'GONZALEZ': 680, 'GOMEZ': 481, 'BENITEZ': 493, 'RODRIGUEZ': 369, 'MIÑO': 428.06399999999996}","{'ESPAÑOL': 13204, 'VASCO': 3006, 'ITALIANO': 1296, 'PORTUGUES': 362, 'ALEMAN': 142, 'IBERICO': 118, 'FRANCES': 118}"
018112,18,"{'ROMERO': 391, 'FERNANDEZ': 362, 'SANCHEZ': 279, 'RAMIREZ': 262, 'BENITEZ': 261, 'RODRIGUEZ': 226, 'GOMEZ': 239}","{'ESPAÑOL': 7902, 'ITALIANO': 2320, 'VASCO': 1351, 'PORTUGUES': 138, 'ALEMAN': 112, 'FRANCES': 101, 'IBERICO': 70}"
018140,18,"{'GOMEZ': 668, 'RODRIGUEZ': 542, 'ROMERO': 458, 'OJEDA': 395, 'RAMIREZ': 283, 'SENA': 223.587, 'SOTO': 312}","{'ESPAÑOL': 4975, 'VASCO': 1402, 'ITALIANO': 182, 'FRANCES': 60, 'TIERRAS BAJAS': 46, 'TAILANDIA': 34, 'SUR': 33}"
018007,18,"{'FERNANDEZ': 509, 'GONZALEZ': 542, 'ROMERO': 319, 'BENITEZ': 393, 'GOMEZ': 322, 'SANCHEZ': 290, 'SANDOVAL': 322}","{'ESPAÑOL': 8332, 'VASCO': 3361, 'ITALIANO': 851, 'ALEMAN': 129, 'FRANCES': 113, 'GERMANICO': 83, 'PORTUGUES': 70}"
018042,18,"{'GOMEZ': 491, 'ROMERO': 376, 'ACEVEDO': 313, 'SANCHEZ': 228, 'RAMIREZ': 240, 'ALEGRE': 166, 'PEREZ': 199}","{'ESPAÑOL': 5931, 'VASCO': 993, 'ITALIANO': 239, 'HOLANDES': 50, 'SUIZOS': 45, 'FRANCES': 37, 'TIERRAS BAJAS': 36}"
018161,18,"{'FERNANDEZ': 374, 'GOMEZ': 326, 'BENITEZ': 235, 'GONZALEZ': 212, 'ALEGRE': 241, 'ROBLEDO': 190.817, 'AQUINO': 203}","{'ESPAÑOL': 5207, 'VASCO': 1577, 'ITALIANO': 380, 'PORTUGUES': 47, 'ALEMAN': 45, 'GRIEGO': 43, 'NOA': 39}"
018063,18,"{'ROMERO': 217, 'GOMEZ': 280, 'RAMIREZ': 230, 'GONZALEZ': 267, 'ESQUIVEL': 438.0928, 'RODRIGUEZ': 194, 'FERNANDEZ': 148}","{'ESPAÑOL': 5468, 'VASCO': 1324, 'ITALIANO': 183, 'PORTUGUES': 69, 'JAPONES': 50, 'JUJUY': 29, 'SUIZOS': 28}"
018126,18,"{'ROMERO': 523, 'FERNANDEZ': 442, 'GONZALEZ': 480, 'GOMEZ': 310, 'RAMIREZ': 259, 'BENITEZ': 245, 'AGUIRRE': 202}","{'ESPAÑOL': 6633, 'VASCO': 1444, 'ITALIANO': 272, 'PORTUGUES': 68, 'FRANCES': 48, 'COREANO': 40, 'GRIEGO': 37}"
018147,18,"{'FERNANDEZ': 182, 'GONZALEZ': 144, 'SILVA': 156, 'ROMERO': 166, 'GOMEZ': 134, 'DIAZ': 98, 'COUTINHO': 155.067}","{'ESPAÑOL': 4882, 'VASCO': 562, 'ITALIANO': 166, 'PORTUGUES': 100, 'IBERICO': 94, 'COREANO': 48, 'BRITÁNICO': 47}"
018028,18,"{'FERNANDEZ': 746, 'RAMIREZ': 345, 'AGUIRRE': 275, 'BENITEZ': 257, 'ROMERO': 245, 'LOPEZ': 200, 'CARDOZO': 210}","{'ESPAÑOL': 4646, 'VASCO': 1937, 'ITALIANO': 185, 'PORTUGUES': 107, 'AFRICANO': 50, 'FRANCES': 22, 'ALEMAN': 16}"
018098,18,"{'FERNANDEZ': 267, 'ROMERO': 180, 'CARDOZO': 168, 'GOMEZ': 143, 'MAIDANA': 182, 'RAMIREZ': 129, 'LUQUE': 133.11}","{'ESPAÑOL': 3864, 'VASCO': 694, 'AFRICANO': 50, 'ARMENIO': 47, 'NOA': 46, 'JAPONES': 35, 'ITALIANO': 34}"
018084,18,"{'OJEDA': 339, 'LOPEZ': 449, 'BENITEZ': 433, 'GONZALEZ': 328, 'GOMEZ': 253, 'MARTINEZ': 276, 'MAIDANA': 299}","{'ESPAÑOL': 9364, 'VASCO': 2000, 'ITALIANO': 652, 'PORTUGUES': 160, 'ALEMAN': 133, 'FRANCES': 81, 'ESTE EUROPEO': 78}"
018175,18,"{'FERNANDEZ': 142, 'SILVA': 112, 'RODRIGUEZ': 114, 'OJEDA': 132, 'VALLEJOS': 88, 'GAUNA': 99, 'BENITEZ': 88}","{'ESPAÑOL': 2061, 'VASCO': 1039, 'ITALIANO': 141, 'NOA': 48, 'SUR': 47, 'AFRICANO': 45, 'CHINO': 41}"
018133,18,"{'ROMERO': 345, 'GOMEZ': 237, 'RAMIREZ': 225, 'GONZALEZ': 272, 'GAUNA': 155, 'LOPEZ': 133, 'TOLEDO': 123}","{'ESPAÑOL': 4957, 'VASCO': 897, 'ITALIANO': 220, 'FRANCES': 63, 'GRIEGO': 44, 'HINDU': 36, 'ALEMAN': 29}"
018056,18,"{'GONZALEZ': 238, 'GOMEZ': 136, 'ROMERO': 149, 'SILVA': 91, 'BUERA': 73.34599999999999, 'FERNANDEZ': 93, 'NAVARRO': 87}","{'ESPAÑOL': 2311, 'VASCO': 714, 'ITALIANO': 107, 'PORTUGUES': 83, 'ARMENIO': 49, 'ALEMAN': 49, 'HOLANDES': 47}"
018154,18,"{'RAMIREZ': 139, 'ROMERO': 162, 'GOMEZ': 157, 'FERNANDEZ': 148, 'RODRIGUEZ': 136, 'AGUIRRE': 145, 'GONZALEZ': 142}","{'ESPAÑOL': 3626, 'VASCO': 1165, 'ITALIANO': 90, 'SUIZOS': 49, 'HOLANDES': 46, 'ARMENIO': 46, 'PORTUGUES': 33}"
018077,18,"{'GONZALEZ': 221, 'RAMIREZ': 145, 'GOMEZ': 150, 'TORRES': 134, 'MACIEL': 124.51240000000001, 'FERNANDEZ': 145, 'BARRIOS': 107}","{'ESPAÑOL': 2943, 'VASCO': 570, 'ITALIANO': 148, 'TAILANDIA': 45, 'FRANCES': 31, 'SUR': 29, 'HINDU': 26}"
018014,18,"{'GOMEZ': 60, 'ROMERO': 46, 'MOLINA': 46, 'CUENCA': 33.4152, 'RODRIGUEZ': 34, 'GONZALEZ': 37, 'RAMIREZ': 41}","{'ESPAÑOL': 797, 'VASCO': 125, 'TAILANDIA': 50, 'TIERRAS BAJAS': 44, 'GERMANICO': 33, 'ESTE EUROPEO': 30, 'HINDU': 26}"
